LIBNAME,MEMNAME,MEMLABEL,TYPEMEM,NAME,TYPE,LENGTH,VARNUM,LABEL,FORMAT,FORMATL,FORMATD,INFORMAT,INFORML,INFORMD,JUST,NPOS,NOBS,ENGINE,CRDATE,MODATE,DELOBS,IDXUSAGE,MEMTYPE,IDXCOUNT,PROTECT,FLAGS,COMPRESS,REUSE,SORTED,SORTEDBY,CHARSET,COLLATE,NODUPKEY,NODUPREC,ENCRYPT,POINTOBS,GENMAX,GENNUM,GENNEXT,TRANSCOD
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,DRG,2,3,16,Diagnosis Related Group,,0,0,,0,0,0,92,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,12,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,DRG_TYPE,2,2,17,DRG Type,,0,0,,0,0,0,95,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,13,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,DX,2,7,18,Diagnosis Code,,0,0,,0,0,0,97,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,5,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,DX_TYPE,2,2,19,Diagnosis Code Type,,0,0,,0,0,0,104,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,ENCOUNTERID,2,15,2,Encounter ID,,0,0,,0,0,0,36,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,6,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,ENC_TYPE,2,2,3,Encounter Type,,0,0,,0,0,0,51,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,7,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,END_DATE,1,4,14,Ending Date of Service,MMDDYY,10,0,,0,0,0,12,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,3,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,FACILITY_ID,2,10,7,Facility ID,,0,0,,0,0,0,70,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,10,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,FACILITY_TYPE,2,3,8,Place of Service,,0,0,,0,0,0,80,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,11,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,PATID,2,20,1,Unique Patient Identification Number,,0,0,,0,0,0,16,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,SIMPLE,DATA,2,---,---,BINARY,NO,1,1,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,PDX,2,1,20,Primary Diagnosis,,0,0,,0,0,0,106,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,-4,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,POA,2,1,21,Present on Admission (POA),,0,0,,0,0,0,107,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,14,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,PROV_ID,2,10,4,Provider ID,,0,0,,0,0,0,53,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,8,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,PROV_ID_TYPE,2,4,5,Provider ID Type,,0,0,,0,0,0,63,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,9,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,PROV_TYPE,2,3,6,Provider Type,,0,0,,0,0,0,67,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2011,"2011 DXs from MarketScan I, F, S and O Files",,SOURCE,2,5,15,Data Source from the Original File,,0,0,,0,0,0,87,535404232,SPDE,01MAR17:16:02:29,01MAR17:16:02:29,0,NONE,DATA,2,---,---,BINARY,NO,1,15,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,ADMIT_DATE,1,4,9,Admission Date,MMDDYY,10,0,,0,0,0,0,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,ADMIT_TYPE,2,2,10,Admit Type,,0,0,,0,0,0,83,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,BEGIN_DATE,1,4,13,Beginning Date of Service,MMDDYY,10,0,,0,0,0,8,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,SIMPLE,DATA,2,---,---,BINARY,NO,1,2,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,DISCHARGE_DATE,1,4,11,Discharge Date,MMDDYY,10,0,,0,0,0,4,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,DISCHARGE_STATUS,2,2,12,Discharge Status,,0,0,,0,0,0,85,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,DRG,2,3,16,Diagnosis Related Group,,0,0,,0,0,0,92,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,12,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,DRG_TYPE,2,2,17,DRG Type,,0,0,,0,0,0,95,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,13,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,DX,2,7,18,Diagnosis Code,,0,0,,0,0,0,97,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,5,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,DX_TYPE,2,2,19,Diagnosis Code Type,,0,0,,0,0,0,104,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,ENCOUNTERID,2,15,2,Encounter ID,,0,0,,0,0,0,36,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,6,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,ENC_TYPE,2,2,3,Encounter Type,,0,0,,0,0,0,51,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,7,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,END_DATE,1,4,14,Ending Date of Service,MMDDYY,10,0,,0,0,0,12,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,3,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,FACILITY_ID,2,10,7,Facility ID,,0,0,,0,0,0,70,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,10,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,FACILITY_TYPE,2,3,8,Place of Service,,0,0,,0,0,0,80,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,11,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,PATID,2,20,1,Unique Patient Identification Number,,0,0,,0,0,0,16,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,SIMPLE,DATA,2,---,---,BINARY,NO,1,1,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,PDX,2,1,20,Primary Diagnosis,,0,0,,0,0,0,106,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,-4,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,POA,2,1,21,Present on Admission (POA),,0,0,,0,0,0,107,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,14,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,PROV_ID,2,10,4,Provider ID,,0,0,,0,0,0,53,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,8,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,PROV_ID_TYPE,2,4,5,Provider ID Type,,0,0,,0,0,0,63,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,9,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,PROV_TYPE,2,3,6,Provider Type,,0,0,,0,0,0,67,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2012,"2012 DXs from MarketScan I, F, S and O Files",,SOURCE,2,5,15,Data Source from the Original File,,0,0,,0,0,0,87,644216662,SPDE,01MAR17:16:36:39,01MAR17:16:36:39,0,NONE,DATA,2,---,---,BINARY,NO,1,15,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2013,"2013 DXs from MarketScan I, F, S and O Files",,ADMIT_DATE,1,4,9,Admission Date,MMDDYY,10,0,,0,0,0,0,591833279,SPDE,01MAR17:17:15:17,01MAR17:17:15:17,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2013,"2013 DXs from MarketScan I, F, S and O Files",,ADMIT_TYPE,2,2,10,Admit Type,,0,0,,0,0,0,83,591833279,SPDE,01MAR17:17:15:17,01MAR17:17:15:17,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2013,"2013 DXs from MarketScan I, F, S and O Files",,BEGIN_DATE,1,4,13,Beginning Date of Service,MMDDYY,10,0,,0,0,0,8,591833279,SPDE,01MAR17:17:15:17,01MAR17:17:15:17,0,SIMPLE,DATA,2,---,---,BINARY,NO,1,2,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2013,"2013 DXs from MarketScan I, F, S and O Files",,DISCHARGE_DATE,1,4,11,Discharge Date,MMDDYY,10,0,,0,0,0,4,591833279,SPDE,01MAR17:17:15:17,01MAR17:17:15:17,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2013,"2013 DXs from MarketScan I, F, S and O Files",,DISCHARGE_STATUS,2,2,12,Discharge Status,,0,0,,0,0,0,85,591833279,SPDE,01MAR17:17:15:17,01MAR17:17:15:17,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2013,"2013 DXs from MarketScan I, F, S and O Files",,DRG,2,3,16,Diagnosis Related Group,,0,0,,0,0,0,92,591833279,SPDE,01MAR17:17:15:17,01MAR17:17:15:17,0,NONE,DATA,2,---,---,BINARY,NO,1,12,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2013,"2013 DXs from MarketScan I, F, S and O Files",,DRG_TYPE,2,2,17,DRG Type,,0,0,,0,0,0,95,591833279,SPDE,01MAR17:17:15:17,01MAR17:17:15:17,0,NONE,DATA,2,---,---,BINARY,NO,1,13,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2013,"2013 DXs from MarketScan I, F, S and O Files",,DX,2,7,18,Diagnosis Code,,0,0,,0,0,0,97,591833279,SPDE,01MAR17:17:15:17,01MAR17:17:15:17,0,NONE,DATA,2,---,---,BINARY,NO,1,5,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2013,"2013 DXs from MarketScan I, F, S and O Files",,DX_TYPE,2,2,19,Diagnosis Code Type,,0,0,,0,0,0,104,591833279,SPDE,01MAR17:17:15:17,01MAR17:17:15:17,0,NONE,DATA,2,---,---,BINARY,NO,1,,ANSI,,NO,YES,NO,YES,0,,,YES
UCBSTD,DX_2013,"2013 DXs from MarketScan I, F, S and O Files",,ENCOUNTERID,2,15,2,Encounter ID,,0,0,,0,0,0,36,591833279,SPDE,01MAR17:17:15:17,01MAR17:17:15:17,0,NONE,DATA,2,---,---,BINARY,NO,1,6,ANSI,,NO,YES,NO,YES,0,,,YES
