LIBNAME,MEMNAME,MEMLABEL,TYPEMEM,NAME,TYPE,LENGTH,VARNUM,LABEL,FORMAT,FORMATL,FORMATD,INFORMAT,INFORML,INFORMD,JUST,NPOS,NOBS,ENGINE,CRDATE,MODATE,DELOBS,IDXUSAGE,MEMTYPE,IDXCOUNT,PROTECT,FLAGS,COMPRESS,REUSE,SORTED,SORTEDBY,CHARSET,COLLATE,NODUPKEY,NODUPREC,ENCRYPT,POINTOBS,GENMAX,GENNUM,GENNEXT,TRANSCOD
STDC5P,STD_DX_2006,,,END_DATE,1,4,11,,MMDDYY,10,0,,0,0,0,12,191443323,SPDE,30MAR17:11:21:37,30MAR17:11:21:37,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2006,,,FACILITYID,2,10,6,,,0,0,,0,0,0,68,191443323,SPDE,30MAR17:11:21:37,30MAR17:11:21:37,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2006,,,FACILITY_TYPE,2,3,7,,$FACILITY_TYPE,0,0,,0,0,0,78,191443323,SPDE,30MAR17:11:21:37,30MAR17:11:21:37,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2006,,,PATID,2,20,1,,,0,0,,0,0,0,16,191443323,SPDE,30MAR17:11:21:37,30MAR17:11:21:37,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2006,,,PDX,2,2,14,,,0,0,,0,0,0,101,191443323,SPDE,30MAR17:11:21:37,30MAR17:11:21:37,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2006,,,POA,2,1,19,,,0,0,,0,0,0,113,191443323,SPDE,30MAR17:11:21:37,30MAR17:11:21:37,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2006,,,PROVIDERID,2,10,3,,,0,0,,0,0,0,51,191443323,SPDE,30MAR17:11:21:37,30MAR17:11:21:37,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2006,,,PROVIDERID_TYPE,2,4,4,,,0,0,,0,0,0,61,191443323,SPDE,30MAR17:11:21:37,30MAR17:11:21:37,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2006,,,PROV_TYPE,2,3,5,,,0,0,,0,0,0,65,191443323,SPDE,30MAR17:11:21:37,30MAR17:11:21:37,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2006,,,SOURCE,2,5,16,,,0,0,,0,0,0,105,191443323,SPDE,30MAR17:11:21:37,30MAR17:11:21:37,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,ADMIT_DATE,1,4,8,,MMDDYY,10,0,,0,0,0,0,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,ADMIT_TYPE,2,1,18,,,0,0,,0,0,0,112,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,BEGIN_DATE,1,4,10,,MMDDYY,10,0,,0,0,0,8,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,DISCHARGE_DATE,1,4,9,,MMDDYY,10,0,,0,0,0,4,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,DISCHARGE_STATUS,2,2,15,,,0,0,,0,0,0,103,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,DX,2,18,12,,,0,0,,0,0,0,81,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,DX_TYPE,2,2,13,,,0,0,,0,0,0,99,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,ENCOUNTERID,2,15,2,,,0,0,,0,0,0,36,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,ENC_TYPE,2,2,17,,$,2,0,,0,0,0,110,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,END_DATE,1,4,11,,MMDDYY,10,0,,0,0,0,12,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,FACILITYID,2,10,6,,,0,0,,0,0,0,68,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,FACILITY_TYPE,2,3,7,,$FACILITY_TYPE,0,0,,0,0,0,78,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,PATID,2,20,1,,,0,0,,0,0,0,16,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,PDX,2,2,14,,,0,0,,0,0,0,101,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,POA,2,1,19,,,0,0,,0,0,0,113,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,PROVIDERID,2,10,3,,,0,0,,0,0,0,51,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,PROVIDERID_TYPE,2,4,4,,,0,0,,0,0,0,61,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,PROV_TYPE,2,3,5,,,0,0,,0,0,0,65,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2007,,,SOURCE,2,5,16,,,0,0,,0,0,0,105,194408714,SPDE,30MAR17:11:31:45,30MAR17:11:31:45,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,ADMIT_DATE,1,4,8,,MMDDYY,10,0,,0,0,0,0,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,ADMIT_TYPE,2,1,18,,,0,0,,0,0,0,112,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,BEGIN_DATE,1,4,10,,MMDDYY,10,0,,0,0,0,8,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,DISCHARGE_DATE,1,4,9,,MMDDYY,10,0,,0,0,0,4,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,DISCHARGE_STATUS,2,2,15,,,0,0,,0,0,0,103,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,DX,2,18,12,,,0,0,,0,0,0,81,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,DX_TYPE,2,2,13,,,0,0,,0,0,0,99,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,ENCOUNTERID,2,15,2,,,0,0,,0,0,0,36,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,ENC_TYPE,2,2,17,,$,2,0,,0,0,0,110,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,END_DATE,1,4,11,,MMDDYY,10,0,,0,0,0,12,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,FACILITYID,2,10,6,,,0,0,,0,0,0,68,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,FACILITY_TYPE,2,3,7,,$FACILITY_TYPE,0,0,,0,0,0,78,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,PATID,2,20,1,,,0,0,,0,0,0,16,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,PDX,2,2,14,,,0,0,,0,0,0,101,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,POA,2,1,19,,,0,0,,0,0,0,113,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,PROVIDERID,2,10,3,,,0,0,,0,0,0,51,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,PROVIDERID_TYPE,2,4,4,,,0,0,,0,0,0,61,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,PROV_TYPE,2,3,5,,,0,0,,0,0,0,65,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2008,,,SOURCE,2,5,16,,,0,0,,0,0,0,105,197639470,SPDE,30MAR17:11:42:00,30MAR17:11:42:00,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,ADMIT_DATE,1,4,8,,MMDDYY,10,0,,0,0,0,0,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,ADMIT_TYPE,2,1,18,,,0,0,,0,0,0,112,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,BEGIN_DATE,1,4,10,,MMDDYY,10,0,,0,0,0,8,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,DISCHARGE_DATE,1,4,9,,MMDDYY,10,0,,0,0,0,4,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,DISCHARGE_STATUS,2,2,15,,,0,0,,0,0,0,103,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,DX,2,18,12,,,0,0,,0,0,0,81,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,DX_TYPE,2,2,13,,,0,0,,0,0,0,99,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,ENCOUNTERID,2,15,2,,,0,0,,0,0,0,36,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,ENC_TYPE,2,2,17,,$,2,0,,0,0,0,110,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,END_DATE,1,4,11,,MMDDYY,10,0,,0,0,0,12,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,FACILITYID,2,10,6,,,0,0,,0,0,0,68,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,FACILITY_TYPE,2,3,7,,$FACILITY_TYPE,0,0,,0,0,0,78,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,PATID,2,20,1,,,0,0,,0,0,0,16,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,PDX,2,2,14,,,0,0,,0,0,0,101,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,POA,2,1,19,,,0,0,,0,0,0,113,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,PROVIDERID,2,10,3,,,0,0,,0,0,0,51,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,PROVIDERID_TYPE,2,4,4,,,0,0,,0,0,0,61,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,PROV_TYPE,2,3,5,,,0,0,,0,0,0,65,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2009,,,SOURCE,2,5,16,,,0,0,,0,0,0,105,202294815,SPDE,30MAR17:11:52:48,30MAR17:11:52:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,ADMIT_DATE,1,4,8,,MMDDYY,10,0,,0,0,0,0,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,ADMIT_TYPE,2,1,18,,,0,0,,0,0,0,112,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,BEGIN_DATE,1,4,10,,MMDDYY,10,0,,0,0,0,8,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,DISCHARGE_DATE,1,4,9,,MMDDYY,10,0,,0,0,0,4,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,DISCHARGE_STATUS,2,2,15,,,0,0,,0,0,0,103,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,DX,2,18,12,,,0,0,,0,0,0,81,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,DX_TYPE,2,2,13,,,0,0,,0,0,0,99,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,ENCOUNTERID,2,15,2,,,0,0,,0,0,0,36,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,ENC_TYPE,2,2,17,,$,2,0,,0,0,0,110,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,END_DATE,1,4,11,,MMDDYY,10,0,,0,0,0,12,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,FACILITYID,2,10,6,,,0,0,,0,0,0,68,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,FACILITY_TYPE,2,3,7,,$FACILITY_TYPE,0,0,,0,0,0,78,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,PATID,2,20,1,,,0,0,,0,0,0,16,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,PDX,2,2,14,,,0,0,,0,0,0,101,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,POA,2,1,19,,,0,0,,0,0,0,113,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,PROVIDERID,2,10,3,,,0,0,,0,0,0,51,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,PROVIDERID_TYPE,2,4,4,,,0,0,,0,0,0,61,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,PROV_TYPE,2,3,5,,,0,0,,0,0,0,65,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STDC5P,STD_DX_2010,,,SOURCE,2,5,16,,,0,0,,0,0,0,105,220854844,SPDE,30MAR17:12:03:28,30MAR17:12:03:28,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
